CAP,Comune,Regione,Latitudine,Longitudine
33081,Marsure,Friuli-Venezia Giulia,46.094,12.5953
33081,Selva,Friuli-Venezia Giulia,46.1217,12.6114
33081,Cortina,Friuli-Venezia Giulia,46.1167,12.6167
33081,Giais,Friuli-Venezia Giulia,46.118,12.6096
33081,Castello,Friuli-Venezia Giulia,46.0676,12.5832
33082,Fagnigola,Friuli-Venezia Giulia,45.8544,12.6843
33082,Tiezzo,Friuli-Venezia Giulia,45.8936,12.6728
33082,Azzano Decimo,Friuli-Venezia Giulia,45.9094,12.6642
33082,Corva,Friuli-Venezia Giulia,45.9156,12.6592
33083,Chions,Friuli-Venezia Giulia,45.8455,12.7123
33083,Taiedo,Friuli-Venezia Giulia,45.9417,12.5917
33083,Villotta,Friuli-Venezia Giulia,45.8634,12.7542
33084,Musil,Friuli-Venezia Giulia,45.9685,12.6957
33084,Cordenons,Friuli-Venezia Giulia,45.9836,12.7004
33084,Villa D'Arco,Friuli-Venezia Giulia,45.9995,12.6656
33085,Campagna,Friuli-Venezia Giulia,46.1462,12.7422
33085,Maniago,Friuli-Venezia Giulia,46.1664,12.706
33086,San Leonardo,Friuli-Venezia Giulia,46.0978,12.6822
33086,Malnisio,Friuli-Venezia Giulia,46.1475,12.6306
33086,Montereale Valcellina,Friuli-Venezia Giulia,46.1511,12.6477
33086,San Leonardo Valcellina,Friuli-Venezia Giulia,46.0978,12.6822
33087,Cecchini,Friuli-Venezia Giulia,45.8655,12.6222
33087,Rivarotta,Friuli-Venezia Giulia,45.8459,12.5788
33087,Pasiano,Friuli-Venezia Giulia,45.8497,12.6272
33087,Visinale,Friuli-Venezia Giulia,45.8962,12.6137
33087,Pozzo,Friuli-Venezia Giulia,46.0473,12.8902
33087,Pasiano Di Pordenone,Friuli-Venezia Giulia,45.9009,12.6664
33090,Toppo,Friuli-Venezia Giulia,46.2014,12.8293
33090,Sequals,Friuli-Venezia Giulia,46.1638,12.8304
33090,Castelnovo Del Friuli,Friuli-Venezia Giulia,46.2167,12.8565
33090,Solimbergo,Friuli-Venezia Giulia,46.177,12.8187
33090,Chievolis,Friuli-Venezia Giulia,46.2547,12.7358
33090,Usago,Friuli-Venezia Giulia,46.1837,12.8769
33090,Travesio,Friuli-Venezia Giulia,46.1967,12.8674
33090,Campone,Friuli-Venezia Giulia,46.2602,12.832
33090,Arba,Friuli-Venezia Giulia,46.1461,12.7901
33090,Anduins,Friuli-Venezia Giulia,46.2331,12.9583
33090,Lestans,Friuli-Venezia Giulia,46.1579,12.8887
33090,Colle,Friuli-Venezia Giulia,46.1631,12.8086
33090,Tramonti Di Sopra,Friuli-Venezia Giulia,46.3102,12.7899
33090,Clauzetto,Friuli-Venezia Giulia,46.2293,12.9166
33090,Tramonti Di Sotto,Friuli-Venezia Giulia,46.2847,12.7964
33090,Casiacco,Friuli-Venezia Giulia,46.2181,12.9555
33090,Vito D'Asio,Friuli-Venezia Giulia,46.2282,12.9389
33090,Pielungo,Friuli-Venezia Giulia,46.276,12.9276
33092,Cavasso Nuovo,Friuli-Venezia Giulia,46.1944,12.7719
33092,Fanna,Friuli-Venezia Giulia,46.1845,12.7516
33092,Meduno,Friuli-Venezia Giulia,46.2152,12.7993
33094,Pinzano Al Tagliamento,Friuli-Venezia Giulia,46.1822,12.9443
33094,Valeriano,Friuli-Venezia Giulia,46.1671,12.9216
33095,San Giorgio Della Richinvelda,Friuli-Venezia Giulia,46.0478,12.8687
33095,Provesano,Friuli-Venezia Giulia,46.0667,12.8853
33095,Rauscedo,Friuli-Venezia Giulia,46.0408,12.8247
33095,Domanins,Friuli-Venezia Giulia,46.0267,12.8211
33097,Istrago,Friuli-Venezia Giulia,46.1242,12.8814
33097,Tauriano,Friuli-Venezia Giulia,46.1069,12.8658
33097,Spilimbergo,Friuli-Venezia Giulia,46.1134,12.8924
33097,Barbeano,Friuli-Venezia Giulia,46.0873,12.8688
33097,Vacile,Friuli-Venezia Giulia,46.1409,12.8894
33098,San Lorenzo,Friuli-Venezia Giulia,45.9811,12.8316
33098,Valvasone,Friuli-Venezia Giulia,45.9933,12.8666
33098,Arzene,Friuli-Venezia Giulia,45.9997,12.8503
33098,Valvasone Arzene,Friuli-Venezia Giulia,45.9978,12.8546
33098,San Martino Al Tagliamento,Friuli-Venezia Giulia,46.017,12.8699
33099,Vivaro,Friuli-Venezia Giulia,46.0766,12.7791
33170,Pordenone,Friuli-Venezia Giulia,45.9569,12.6605
33170,Borgo Meduna,Friuli-Venezia Giulia,45.9476,12.6526
33170,Comina (La),Friuli-Venezia Giulia,45.9476,12.6526
33170,La Comina,Friuli-Venezia Giulia,45.9476,12.6526
33170,Vallenoncello,Friuli-Venezia Giulia,45.9383,12.6447
34010,Sgonico,Friuli-Venezia Giulia,45.7358,13.7471
34011,Sistiana,Friuli-Venezia Giulia,45.7724,13.6382
34011,Visogliano,Friuli-Venezia Giulia,45.7758,13.6469
34011,Villaggio Del Pescatore,Friuli-Venezia Giulia,45.7808,13.5869
34011,Duino Aurisina,Friuli-Venezia Giulia,45.7695,13.6395
34011,Aurisina,Friuli-Venezia Giulia,45.7497,13.6735
34011,Duino,Friuli-Venezia Giulia,45.7734,13.6044
34011,San Pelagio,Friuli-Venezia Giulia,45.7647,13.6869
34012,Basovizza,Friuli-Venezia Giulia,45.6417,13.8632
34014,Grignano,Friuli-Venezia Giulia,45.7082,13.7146
34014,Santa Croce,Friuli-Venezia Giulia,45.7347,13.6928
34014,Santa Croce Di Trieste,Friuli-Venezia Giulia,45.7347,13.6928
34015,San Rocco,Friuli-Venezia Giulia,45.6078,13.7561
34015,Muggia,Friuli-Venezia Giulia,45.6042,13.7675
34015,Aquilinia,Friuli-Venezia Giulia,45.6052,13.8084
34015,Stramare,Friuli-Venezia Giulia,45.5854,13.8002
34016,Monrupino,Friuli-Venezia Giulia,45.7228,13.791
34017,Prosecco,Friuli-Venezia Giulia,45.7081,13.7338
34018,San Giuseppe Della Chiusa,Friuli-Venezia Giulia,45.6262,13.8407
34018,Domio,Friuli-Venezia Giulia,45.6105,13.831
34018,Sant'Antonio In Bosco,Friuli-Venezia Giulia,45.6245,13.8581
34018,San Dorligo Della Valle,Friuli-Venezia Giulia,45.6008,13.8593
34018,Bagnoli Della Rosandra,Friuli-Venezia Giulia,45.6111,13.8495
34100,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34121,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34122,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34123,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34124,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34125,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34126,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34127,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34128,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34129,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34130,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34131,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34132,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34133,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34134,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34135,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34136,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34136,Cedas,Friuli-Venezia Giulia,45.6943,13.7378
34137,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34138,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34139,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34140,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34141,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34142,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34143,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34144,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34145,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34146,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34147,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34147,Aquilinia,Friuli-Venezia Giulia,45.6052,13.8084
34148,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34149,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34149,Cattinara,Friuli-Venezia Giulia,45.6347,13.8279
34150,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
34151,Trieste,Friuli-Venezia Giulia,45.6495,13.7768
33010,La Carnia,Friuli-Venezia Giulia,46.2643,13.21
33010,Chiusaforte,Friuli-Venezia Giulia,46.4066,13.3055
33010,Tavagnacco,Friuli-Venezia Giulia,46.1098,13.2225
33010,Treppo Grande,Friuli-Venezia Giulia,46.1999,13.1535
33010,Vendoglio,Friuli-Venezia Giulia,46.2643,13.21
33010,Colugna,Friuli-Venezia Giulia,46.091,13.2028
33010,Peonis,Friuli-Venezia Giulia,46.2579,13.0399
33010,Colloredo Di Monte Albano,Friuli-Venezia Giulia,46.1647,13.1386
33010,Reana Del Roiale,Friuli-Venezia Giulia,46.1373,13.2232
33010,Valbruna,Friuli-Venezia Giulia,46.4903,13.4908
33010,Borgo Zurini,Friuli-Venezia Giulia,46.2643,13.21
33010,Resia,Friuli-Venezia Giulia,46.3736,13.3066
33010,Cassacco,Friuli-Venezia Giulia,46.1735,13.1924
33010,Lauzzana,Friuli-Venezia Giulia,46.1586,13.1228
33010,Lusevera,Friuli-Venezia Giulia,46.2753,13.2692
33010,Venzone,Friuli-Venezia Giulia,46.3303,13.1383
33010,Trasaghis,Friuli-Venezia Giulia,46.2816,13.0755
33010,Bordano,Friuli-Venezia Giulia,46.3153,13.1053
33010,Adegliacco,Friuli-Venezia Giulia,46.1167,13.2428
33010,Resiutta,Friuli-Venezia Giulia,46.3937,13.218
33010,Stolvizza,Friuli-Venezia Giulia,46.3614,13.3553
33010,Malborghetto,Friuli-Venezia Giulia,46.5068,13.4395
33010,Pagnacco,Friuli-Venezia Giulia,46.1146,13.1838
33010,Malborghetto Valbruna,Friuli-Venezia Giulia,46.5068,13.4395
33010,Feletto Umberto,Friuli-Venezia Giulia,46.1032,13.222
33010,Carvacco,Friuli-Venezia Giulia,46.1844,13.1428
33010,Magnano In Riviera,Friuli-Venezia Giulia,46.2237,13.1948
33010,Vergnacco,Friuli-Venezia Giulia,46.1591,13.2437
33010,Cavalicco,Friuli-Venezia Giulia,46.1094,13.236
33010,Alesso,Friuli-Venezia Giulia,46.3162,13.0536
33010,Montenars,Friuli-Venezia Giulia,46.2511,13.1694
33010,Caporiacco,Friuli-Venezia Giulia,46.1463,13.0931
33010,Mels,Friuli-Venezia Giulia,46.1765,13.1095
33010,Carnia,Friuli-Venezia Giulia,46.3734,13.1348
33010,Dogna,Friuli-Venezia Giulia,46.4479,13.315
33010,Osoppo,Friuli-Venezia Giulia,46.2554,13.0845
33010,Avasinis,Friuli-Venezia Giulia,46.2939,13.0507
33010,Vedronza,Friuli-Venezia Giulia,46.2642,13.2588
33010,Braulins,Friuli-Venezia Giulia,46.2848,13.0909
33010,Qualso,Friuli-Venezia Giulia,46.1765,13.243
33010,Ugovizza,Friuli-Venezia Giulia,46.5109,13.4727
33011,Artegna,Friuli-Venezia Giulia,46.2393,13.154
33013,Gemona Piovega,Friuli-Venezia Giulia,46.2861,13.1231
33013,Ospedaletto Di Gemona,Friuli-Venezia Giulia,46.2981,13.1239
33013,Gemona Del Friuli,Friuli-Venezia Giulia,46.2741,13.1224
33015,Moggio Udinese,Friuli-Venezia Giulia,46.4108,13.2014
33015,Moggio Di Sopra,Friuli-Venezia Giulia,46.407,13.1881
33015,Moggio Di Sotto,Friuli-Venezia Giulia,46.4065,13.1951
33016,Pontebba,Friuli-Venezia Giulia,46.5054,13.3062
33017,Collalto,Friuli-Venezia Giulia,46.195,13.1983
33017,Bulfons,Friuli-Venezia Giulia,46.2037,13.2067
33017,Tarcento,Friuli-Venezia Giulia,46.2125,13.2151
33018,Tarvisio,Friuli-Venezia Giulia,46.5057,13.5869
33018,Fusine In Valromana,Friuli-Venezia Giulia,46.496,13.6523
33018,Cave Del Predil,Friuli-Venezia Giulia,46.4405,13.5713
33018,Camporosso In Valcanale,Friuli-Venezia Giulia,46.5096,13.5386
33019,Tricesimo,Friuli-Venezia Giulia,46.1606,13.2157
33019,Leonacco,Friuli-Venezia Giulia,46.1432,13.202
33020,Socchieve,Friuli-Venezia Giulia,46.3965,12.848
33020,Forni Avoltri,Friuli-Venezia Giulia,46.5861,12.7751
33020,Sutrio,Friuli-Venezia Giulia,46.5121,12.9933
33020,Ligosullo,Friuli-Venezia Giulia,46.5401,13.0755
33020,Cavazzo Carnico,Friuli-Venezia Giulia,46.3679,13.0408
33020,Pieria,Friuli-Venezia Giulia,46.5204,12.8033
33020,Rigolato,Friuli-Venezia Giulia,46.5539,12.8462
33020,Preone,Friuli-Venezia Giulia,46.3941,12.8665
33020,Quinis,Friuli-Venezia Giulia,46.4083,12.8794
33020,Pesariis,Friuli-Venezia Giulia,46.5217,12.7717
33020,Sauris,Friuli-Venezia Giulia,46.4662,12.7085
33020,Treppo Carnico,Friuli-Venezia Giulia,46.5332,13.0429
33020,Prato Carnico,Friuli-Venezia Giulia,46.5205,12.8089
33020,Amaro,Friuli-Venezia Giulia,46.3737,13.0937
33020,Forni Di Sotto,Friuli-Venezia Giulia,46.3938,12.6721
33020,Mediis,Friuli-Venezia Giulia,46.4034,12.8234
33020,Cercivento,Friuli-Venezia Giulia,46.5278,12.99
33020,Ravascletto,Friuli-Venezia Giulia,46.525,12.9214
33020,Enemonzo,Friuli-Venezia Giulia,46.4738,12.894
33020,Zuglio,Friuli-Venezia Giulia,46.4583,13.0259
33020,Verzegnis,Friuli-Venezia Giulia,46.4738,12.894
33021,Ampezzo,Friuli-Venezia Giulia,46.4146,12.7963
33022,Arta Terme,Friuli-Venezia Giulia,46.4802,13.0204
33022,Piano D'Arta,Friuli-Venezia Giulia,46.4877,13.0157
33023,Comeglians,Friuli-Venezia Giulia,46.5161,12.8662
33024,Forni Di Sopra,Friuli-Venezia Giulia,46.4203,12.5831
33025,Ovaro,Friuli-Venezia Giulia,46.4841,12.867
33026,Paluzza,Friuli-Venezia Giulia,46.532,13.0159
33026,Cleulis,Friuli-Venezia Giulia,46.5667,13.006
33026,Timau,Friuli-Venezia Giulia,46.5836,13.0051
33027,Salino,Friuli-Venezia Giulia,46.504,13.113
33027,Paularo,Friuli-Venezia Giulia,46.531,13.1189
33027,Dierico,Friuli-Venezia Giulia,46.5181,13.1322
33028,Caneva,Friuli-Venezia Giulia,46.4103,12.995
33028,Cadunea,Friuli-Venezia Giulia,46.4528,13.0364
33028,Tolmezzo,Friuli-Venezia Giulia,46.4,13.0205
33028,Imponzo,Friuli-Venezia Giulia,46.4467,13.0401
33028,Illegio,Friuli-Venezia Giulia,46.4292,13.0566
33028,Caneva Di Tolmezzo,Friuli-Venezia Giulia,46.4103,12.995
33028,Terzo Di Tolmezzo,Friuli-Venezia Giulia,46.4325,13.0202
33029,Invillino,Friuli-Venezia Giulia,46.4064,12.9383
33029,Chiassis,Friuli-Venezia Giulia,46.4376,12.8854
33029,Villa Santina,Friuli-Venezia Giulia,46.4137,12.9244
33029,Lauco,Friuli-Venezia Giulia,46.424,12.9322
33029,Trava,Friuli-Venezia Giulia,46.4386,12.8994
33029,Raveo,Friuli-Venezia Giulia,46.4339,12.8716
33030,Forgaria Nel Friuli,Friuli-Venezia Giulia,46.2204,12.9747
33030,Cornino,Friuli-Venezia Giulia,46.2228,13.006
33030,Rive D'Arcano,Friuli-Venezia Giulia,46.1272,13.0322
33030,Vidulis,Friuli-Venezia Giulia,46.0986,12.9475
33030,Flagogna,Friuli-Venezia Giulia,46.2085,12.9597
33030,Cisterna,Friuli-Venezia Giulia,46.0857,12.9882
33030,Muris Di Ragogna,Friuli-Venezia Giulia,46.1883,12.995
33030,Buja,Friuli-Venezia Giulia,46.2066,13.1158
33030,Urbignacco,Friuli-Venezia Giulia,46.2186,13.1343
33030,Bressa,Friuli-Venezia Giulia,46.0345,13.1472
33030,Campoformido,Friuli-Venezia Giulia,46.0195,13.1575
33030,Ragogna,Friuli-Venezia Giulia,46.0864,13.0454
33030,Flumignano,Friuli-Venezia Giulia,45.9219,13.1464
33030,Santa Margherita,Friuli-Venezia Giulia,46.1101,13.1488
33030,Cisterna Del Friuli,Friuli-Venezia Giulia,46.0857,12.9882
33030,Muris,Friuli-Venezia Giulia,46.1883,12.995
33030,Majano,Friuli-Venezia Giulia,46.1875,13.0616
33030,Roveredo,Friuli-Venezia Giulia,45.8935,13.0023
33030,Santo Stefano Di Buja,Friuli-Venezia Giulia,46.2086,13.1263
33030,Coseano,Friuli-Venezia Giulia,46.0964,13.0203
33030,Flaibano,Friuli-Venezia Giulia,46.0584,12.9842
33030,Varmo,Friuli-Venezia Giulia,45.8863,12.9901
33030,Camino Al Tagliamento,Friuli-Venezia Giulia,45.9277,12.9449
33030,Avilla,Friuli-Venezia Giulia,46.205,13.1058
33030,Carpacco,Friuli-Venezia Giulia,46.1191,12.9592
33030,Dignano,Friuli-Venezia Giulia,46.0839,12.9401
33030,Brazzacco,Friuli-Venezia Giulia,46.1213,13.1592
33030,San Pietro,Friuli-Venezia Giulia,46.1837,12.9655
33030,Talmassons,Friuli-Venezia Giulia,45.9281,13.122
33030,San Tomaso,Friuli-Venezia Giulia,46.1872,13.0319
33030,Basaldella,Friuli-Venezia Giulia,46.0253,13.2172
33030,San Vito Di Fagagna,Friuli-Venezia Giulia,46.091,13.0657
33030,Canussio,Friuli-Venezia Giulia,45.8426,12.9936
33030,Madonna Di Buja,Friuli-Venezia Giulia,46.2247,13.1231
33030,Rodeano,Friuli-Venezia Giulia,46.1109,13.0111
33030,Moruzzo,Friuli-Venezia Giulia,46.1197,13.124
33030,Romans Di Varmo,Friuli-Venezia Giulia,45.8994,13.0191
33030,Rodeano Basso,Friuli-Venezia Giulia,46.1109,13.0111
33030,Romans,Friuli-Venezia Giulia,45.8994,13.0191
33030,San Giacomo,Friuli-Venezia Giulia,46.1731,12.9834
33030,Flambro,Friuli-Venezia Giulia,45.9361,13.0961
33030,Silvella,Friuli-Venezia Giulia,46.0872,13.0495
33031,Orgnano,Friuli-Venezia Giulia,46.0073,13.1421
33031,Vissandone,Friuli-Venezia Giulia,46.0228,13.0931
33031,Basiliano,Friuli-Venezia Giulia,46.0142,13.07
33031,Variano,Friuli-Venezia Giulia,46.0268,13.1136
33031,Blessano,Friuli-Venezia Giulia,46.0399,13.1043
33031,Villaorba,Friuli-Venezia Giulia,46.0102,13.0699
33031,Basagliapenta,Friuli-Venezia Giulia,45.9969,13.0815
33032,Bertiolo,Friuli-Venezia Giulia,45.9446,13.0561
33032,Pozzecco,Friuli-Venezia Giulia,45.9583,13.0909
33033,Codroipo,Friuli-Venezia Giulia,45.9647,12.9799
33033,Beano,Friuli-Venezia Giulia,45.9949,13.028
33033,Rivolto,Friuli-Venezia Giulia,45.9586,13.0197
33033,Lonca,Friuli-Venezia Giulia,45.9458,13.0239
33033,Biauzzo,Friuli-Venezia Giulia,45.9531,12.9302
33033,Goricizza E Pozzo,Friuli-Venezia Giulia,45.9634,12.9963
33034,Fagagna,Friuli-Venezia Giulia,46.107,13.0936
33034,Ciconicco,Friuli-Venezia Giulia,46.1019,13.0969
33034,Madrisio,Friuli-Venezia Giulia,46.1193,13.0598
33035,Nogaredo Di Prato,Friuli-Venezia Giulia,46.0756,13.1344
33035,Martignacco,Friuli-Venezia Giulia,46.0931,13.1397
33035,Torreano Di Martignacco,Friuli-Venezia Giulia,46.1056,13.1553
33036,San Marco,Friuli-Venezia Giulia,46.0563,13.0847
33036,Plasencis,Friuli-Venezia Giulia,46.0682,13.0768
33036,Pantianicco,Friuli-Venezia Giulia,46.0235,13.0356
33036,Tomba,Friuli-Venezia Giulia,46.0493,13.0658
33036,Mereto Di Tomba,Friuli-Venezia Giulia,46.0513,13.0443
33037,Passons,Friuli-Venezia Giulia,46.0689,13.1892
33037,Colloredo Di Prato,Friuli-Venezia Giulia,46.0512,13.1439
33037,Pasian Di Prato,Friuli-Venezia Giulia,46.0467,13.1878
33038,Villanova,Friuli-Venezia Giulia,46.1323,12.9708
33038,Villanova Di San Daniele,Friuli-Venezia Giulia,46.1323,12.9708
33038,San Daniele Del Friuli,Friuli-Venezia Giulia,46.1571,13.0073
33039,Coderno,Friuli-Venezia Giulia,46.0291,12.9909
33039,Gradisca Di Sedegliano,Friuli-Venezia Giulia,46.0015,12.9633
33039,Sedegliano,Friuli-Venezia Giulia,46.014,12.9773
33039,Turrida,Friuli-Venezia Giulia,46.0282,12.9348
33039,San Lorenzo,Friuli-Venezia Giulia,45.9992,12.9977
33040,Orsaria,Friuli-Venezia Giulia,46.0386,13.3825
33040,Torreano,Friuli-Venezia Giulia,46.1279,13.4293
33040,Magredis,Friuli-Venezia Giulia,46.1456,13.3075
33040,Clodig,Friuli-Venezia Giulia,46.1562,13.594
33040,Castelmonte,Friuli-Venezia Giulia,46.0925,13.5219
33040,Prepotto,Friuli-Venezia Giulia,46.0452,13.4792
33040,Ravosa,Friuli-Venezia Giulia,46.1517,13.3014
33040,Drenchia,Friuli-Venezia Giulia,46.1834,13.6358
33040,San Leonardo,Friuli-Venezia Giulia,46.1191,13.5309
33040,Visco,Friuli-Venezia Giulia,45.8919,13.3486
33040,Primulacco,Friuli-Venezia Giulia,46.1443,13.2759
33040,Premariacco,Friuli-Venezia Giulia,46.0614,13.3946
33040,Pradamano,Friuli-Venezia Giulia,46.0339,13.3022
33040,Taipana,Friuli-Venezia Giulia,46.2491,13.3415
33040,Grimacco,Friuli-Venezia Giulia,46.0831,13.3877
33040,Podresca,Friuli-Venezia Giulia,46.0831,13.3877
33040,Tapogliano,Friuli-Venezia Giulia,45.876,13.3996
33040,Povoletto,Friuli-Venezia Giulia,46.1157,13.2917
33040,Faedis,Friuli-Venezia Giulia,46.1493,13.3446
33040,Stregna,Friuli-Venezia Giulia,46.1269,13.5776
33040,Campeglio,Friuli-Venezia Giulia,46.13,13.3625
33040,Attimis,Friuli-Venezia Giulia,46.1902,13.3113
33040,Paciug,Friuli-Venezia Giulia,46.0831,13.3877
33040,Ipplis,Friuli-Venezia Giulia,46.0432,13.4101
33040,Corno Di Rosazzo,Friuli-Venezia Giulia,45.9911,13.4437
33040,Grions,Friuli-Venezia Giulia,46.0368,12.968
33040,Moimacco,Friuli-Venezia Giulia,46.0915,13.3727
33040,Racchiuso,Friuli-Venezia Giulia,46.1672,13.3275
33040,Savogna,Friuli-Venezia Giulia,46.1585,13.5309
33040,Cavenzano,Friuli-Venezia Giulia,45.8631,13.3894
33040,Campolongo Al Torre,Friuli-Venezia Giulia,45.8639,13.3967
33040,Savorgnano Del Torre,Friuli-Venezia Giulia,46.165,13.2722
33041,Joannis,Friuli-Venezia Giulia,45.8728,13.3604
33041,Aiello Del Friuli,Friuli-Venezia Giulia,45.8728,13.3604
33042,Buttrio,Friuli-Venezia Giulia,46.011,13.3335
33043,Sanguarzo,Friuli-Venezia Giulia,46.1058,13.4555
33043,Purgessimo,Friuli-Venezia Giulia,46.1033,13.4781
33043,Cividale Del Friuli,Friuli-Venezia Giulia,46.0902,13.4286
33044,Manzano,Friuli-Venezia Giulia,45.9884,13.3767
33045,Nimis,Friuli-Venezia Giulia,46.2066,13.2678
33046,Pulfero,Friuli-Venezia Giulia,46.1738,13.4836
33047,Cerneglons,Friuli-Venezia Giulia,46.0524,13.3096
33047,Orzano,Friuli-Venezia Giulia,46.0665,13.3451
33047,Remanzacco,Friuli-Venezia Giulia,46.0854,13.3236
33047,Ziracco,Friuli-Venezia Giulia,46.1119,13.3433
33048,Chiopris Viscone,Friuli-Venezia Giulia,45.9555,13.4074
33048,Villanova Dello Iudrio,Friuli-Venezia Giulia,45.9555,13.4074
33048,Medeuzza,Friuli-Venezia Giulia,45.9412,13.3963
33048,Dolegnano,Friuli-Venezia Giulia,45.9835,13.4274
33048,San Giovanni Al Natisone,Friuli-Venezia Giulia,45.9708,13.4018
33048,Chiopris,Friuli-Venezia Giulia,45.9267,13.4042
33049,San Pietro Al Natisone,Friuli-Venezia Giulia,46.1144,13.483
33050,Pavia Di Udine,Friuli-Venezia Giulia,45.995,13.3037
33050,Lumignacco,Friuli-Venezia Giulia,45.9983,13.2458
33050,San Valentino,Friuli-Venezia Giulia,45.7904,13.4124
33050,Galleriano,Friuli-Venezia Giulia,45.9628,13.124
33050,Perteole,Friuli-Venezia Giulia,45.8522,13.3833
33050,Casale Della Madonna,Friuli-Venezia Giulia,45.7766,13.1677
33050,Precenicco,Friuli-Venezia Giulia,45.7969,13.0755
33050,Cargnacco,Friuli-Venezia Giulia,46.004,13.235
33050,Santa Maria,Friuli-Venezia Giulia,45.9699,13.1602
33050,Trivignano Udinese,Friuli-Venezia Giulia,45.946,13.3402
33050,Bagnaria Arsa,Friuli-Venezia Giulia,45.8838,13.2856
33050,Percoto,Friuli-Venezia Giulia,45.9747,13.323
33050,Torsa,Friuli-Venezia Giulia,45.8737,13.1166
33050,Lauzacco,Friuli-Venezia Giulia,45.9813,13.2802
33050,Pocenia,Friuli-Venezia Giulia,45.8357,13.1014
33050,Tissano,Friuli-Venezia Giulia,45.9563,13.2674
33050,Castions Delle Mura,Friuli-Venezia Giulia,45.8467,13.3
33050,Ronchis,Friuli-Venezia Giulia,45.8079,12.9955
33050,Santa Maria La Longa,Friuli-Venezia Giulia,45.934,13.2891
33050,Bicinicco,Friuli-Venezia Giulia,45.9321,13.253
33050,San Vito Al Torre,Friuli-Venezia Giulia,45.8959,13.3759
33050,Castions Di Strada,Friuli-Venezia Giulia,45.9125,13.1817
33050,Torsa Di Pocenia,Friuli-Venezia Giulia,45.8737,13.1166
33050,Mereto Di Capitolo,Friuli-Venezia Giulia,45.9253,13.2969
33050,Mortegliano,Friuli-Venezia Giulia,45.9455,13.1726
33050,Carpeneto,Friuli-Venezia Giulia,45.9964,13.177
33050,Gonars,Friuli-Venezia Giulia,45.8974,13.244
33050,Fiumicello,Friuli-Venezia Giulia,45.792,13.4096
33050,Felettis,Friuli-Venezia Giulia,45.9161,13.2608
33050,Ruda,Friuli-Venezia Giulia,45.8399,13.4018
33050,Sevegliano,Friuli-Venezia Giulia,45.8875,13.3054
33050,Nespoledo,Friuli-Venezia Giulia,45.9831,13.0908
33050,Lavariano,Friuli-Venezia Giulia,45.956,13.2283
33050,Carlino,Friuli-Venezia Giulia,45.8032,13.1887
33050,Lestizza,Friuli-Venezia Giulia,45.9566,13.1422
33050,Risano,Friuli-Venezia Giulia,45.9744,13.2549
33050,Clauiano,Friuli-Venezia Giulia,45.9309,13.334
33050,Marano Lagunare,Friuli-Venezia Giulia,45.7635,13.1673
33050,Malisana,Friuli-Venezia Giulia,45.8137,13.262
33050,Papariano,Friuli-Venezia Giulia,45.8056,13.4164
33050,Ontagnano,Friuli-Venezia Giulia,45.9001,13.2753
33050,Porpetto,Friuli-Venezia Giulia,45.857,13.217
33050,Torviscosa,Friuli-Venezia Giulia,45.8234,13.2805
33050,Terenzano,Friuli-Venezia Giulia,46.0075,13.2169
33050,Zugliano,Friuli-Venezia Giulia,46.0075,13.2169
33050,Sclaunicco,Friuli-Venezia Giulia,45.9761,13.1372
33050,Castello,Friuli-Venezia Giulia,45.8705,13.2208
33050,Pozzuolo Del Friuli,Friuli-Venezia Giulia,45.9852,13.1972
33050,Sammardenchia,Friuli-Venezia Giulia,45.9853,13.23
33050,Terzo D'Aquileia,Friuli-Venezia Giulia,45.7999,13.3418
33050,Chiasellis,Friuli-Venezia Giulia,45.9431,13.2083
